"homeStatus","price","homeType","bedrooms","bathrooms","area"
"FOR_RENT",3002,"APARTMENT",1,1,733
"FOR_RENT",2400,"MULTI_FAMILY",2,1,500
"FOR_RENT",2800,"MULTI_FAMILY",0,1,450
"FOR_RENT",19500,"MULTI_FAMILY",3,3.5,2715
"FOR_RENT",35000,"MULTI_FAMILY",3,4,3600
"FOR_RENT",5600,"MULTI_FAMILY",1,1,680
"FOR_RENT",3800,"MULTI_FAMILY",1,1,660
"FOR_RENT",17500,"TOWNHOUSE",5,4,3400
"FOR_RENT",12950,"MULTI_FAMILY",2,3,6493
"FOR_RENT",80000,"MULTI_FAMILY",4,5.5,4322
"FOR_RENT",3495,"MULTI_FAMILY",1,1,183013
"FOR_RENT",9300,"MULTI_FAMILY",2,2.5,1487
"FOR_RENT",24900,"MULTI_FAMILY",5,4.5,3072
"FOR_RENT",3700,"MULTI_FAMILY",1,1,750
"FOR_RENT",5500,"MULTI_FAMILY",2,2,1100
"FOR_RENT",8950,"MULTI_FAMILY",2,2.5,1691
"FOR_RENT",4450,"MULTI_FAMILY",1,1,800
"FOR_RENT",7182,"MULTI_FAMILY",4,3.5,1800
"FOR_RENT",2700,"MULTI_FAMILY",1,1,800
"FOR_RENT",2950,"MULTI_FAMILY",1,1,550
"FOR_RENT",1800,"MULTI_FAMILY",0,1,400
"FOR_SALE",533225,"CONDO",1,1,600
"FOR_RENT",3675,"MULTI_FAMILY",1,1,635
"FOR_SALE",702514,"CONDO",1,1,167076
"FOR_SALE",775157,"CONDO",1,1,800
"FOR_RENT",5750,"MULTI_FAMILY",1,1,880
"FOR_RENT",5500,"MULTI_FAMILY",2,2,1112
"FOR_RENT",3100,"MULTI_FAMILY",1,1,850
"FOR_RENT",2450,"MULTI_FAMILY",2,1.5,750
"FOR_RENT",2500,"MULTI_FAMILY",1,1,10715
"FOR_RENT",3850,"MULTI_FAMILY",1,1,765
"FOR_RENT",3200,"MULTI_FAMILY",2,1,800
"FOR_RENT",2300,"MULTI_FAMILY",1,1,500
"FOR_RENT",2800,"MULTI_FAMILY",1,1,750
"FOR_RENT",29500,"MULTI_FAMILY",4,4.5,2803
"FOR_RENT",29995,"MULTI_FAMILY",3,3.5,2631
"FOR_RENT",4200,"MULTI_FAMILY",1,1.5,825
"FOR_RENT",21500,"MULTI_FAMILY",4,4.5,3042
"FOR_RENT",3980,"MULTI_FAMILY",1,1,764
"FOR_RENT",3650,"MULTI_FAMILY",1,1,624
"FOR_RENT",5795,"MULTI_FAMILY",2,2,1000
"FOR_RENT",4659,"MULTI_FAMILY",2,2,989
"FOR_RENT",21500,"MULTI_FAMILY",4,4.5,3042
"FOR_RENT",4320,"MULTI_FAMILY",1,1,717
"FOR_RENT",6150,"MULTI_FAMILY",2,2,1130
"FOR_RENT",3100,"MULTI_FAMILY",0,1,585
"FOR_RENT",4030,"MULTI_FAMILY",1,1,792
"FOR_RENT",4315,"MULTI_FAMILY",1,1,873
"FOR_RENT",3010,"MULTI_FAMILY",0,1,492
"FOR_RENT",3095,"MULTI_FAMILY",0,1,574
"FOR_RENT",8265,"MULTI_FAMILY",3,2,1249
"OTHER",577262,"CONDO",1,1,506
"OTHER",564252,"MULTI_FAMILY",0,1,580
"OTHER",733202,"MULTI_FAMILY",1,1,717
"OTHER",561230,"MULTI_FAMILY",0,1,572
"OTHER",726587,"MULTI_FAMILY",1,1,680
"OTHER",505035,"CONDO",0,1,440
"OTHER",751047,"MULTI_FAMILY",1,1,755
"OTHER",564252,"MULTI_FAMILY",0,1,572
"OTHER",607182,"MULTI_FAMILY",0,1,1300
"OTHER",552533,"MULTI_FAMILY",0,1,492
"OTHER",746527,"MULTI_FAMILY",1,1,775
"OTHER",469984,"MULTI_FAMILY",0,1,330
"OTHER",876655,"MULTI_FAMILY",2,1,900
"OTHER",568056,"MULTI_FAMILY",0,1,583
"OTHER",712205,"MULTI_FAMILY",1,1,717
"OTHER",750690,"MULTI_FAMILY",1,1,792
"FOR_RENT",3800,"MULTI_FAMILY",0,1,618
"FOR_RENT",2500,"APARTMENT",4,2,1500
"FOR_RENT",1600,"SINGLE_FAMILY",2,1,700
"FOR_RENT",2500,"APARTMENT",4,1,1000
"FOR_RENT",2050,"APARTMENT",4,2,1100
"FOR_RENT",2200,"APARTMENT",2,2,2000
"FOR_RENT",2200,"SINGLE_FAMILY",3,1,1196
"FOR_RENT",2450,"TOWNHOUSE",3,1,1200
"FOR_RENT",1800,"APARTMENT",3,1,1100
"FOR_RENT",1650,"CONDO",1,1,688
"FOR_RENT",2500,"SINGLE_FAMILY",3,2.5,1536
"FOR_RENT",2600,"TOWNHOUSE",4,1,1400
"FOR_RENT",2500,"SINGLE_FAMILY",3,1.5,1128
"FOR_RENT",2400,"TOWNHOUSE",3,1,1300
"FOR_RENT",2500,"MULTI_FAMILY",1,1,930
"FOR_RENT",1875,"APARTMENT",2,1,1150
"FOR_RENT",1850,"APARTMENT",2,1,1000
"FOR_RENT",2400,"TOWNHOUSE",3,1,1200
"FOR_RENT",2500,"APARTMENT",2,2,2780
"FOR_RENT",3700,"APARTMENT",2,2.5,1700
"FOR_RENT",2450,"APARTMENT",4,2,1300
"FOR_RENT",2200,"APARTMENT",3,1,1200
"FOR_RENT",1550,"APARTMENT",1,1,850
"FOR_RENT",2854,"APARTMENT",4,1,4560
"FOR_RENT",2050,"SINGLE_FAMILY",2,2,1240
"FOR_RENT",2800,"MULTI_FAMILY",5,1,1100
"FOR_RENT",2350,"SINGLE_FAMILY",3,2,2100
"FOR_RENT",2500,"SINGLE_FAMILY",3,2.5,1800
"FOR_RENT",2200,"APARTMENT",2,1,2400
"FOR_RENT",2300,"APARTMENT",3,1,1032
"FOR_RENT",2050,"APARTMENT",2,2,1900
"FOR_RENT",1300,"APARTMENT",1,1,720
"FOR_RENT",1800,"APARTMENT",2,1,2200
"FOR_RENT",1325,"MULTI_FAMILY",1,1,2065
"FOR_RENT",1750,"MULTI_FAMILY",2,1,1800
"FOR_RENT",2650,"MULTI_FAMILY",3,1,1144
"FOR_RENT",2350,"APARTMENT",3,2,1297
"FOR_RENT",2095,"SINGLE_FAMILY",2,1.5,1200
"FOR_RENT",1100,"APARTMENT",0,1,600
"FOR_RENT",2550,"MULTI_FAMILY",3,2,2184
"FOR_RENT",1400,"APARTMENT",1,1,1000
"FOR_RENT",3200,"SINGLE_FAMILY",3,3,2256
"FOR_RENT",2600,"APARTMENT",3,2.5,1790
"FOR_RENT",2500,"APARTMENT",3,2,1000
"FOR_RENT",1900,"APARTMENT",2,1,1100
"FOR_RENT",1450,"CONDO",1,1,716
"FOR_RENT",2650,"SINGLE_FAMILY",3,2,1472
"FOR_RENT",2150,"TOWNHOUSE",2,1.5,1600
"FOR_RENT",2500,"MULTI_FAMILY",4,1,1170
"FOR_RENT",1650,"APARTMENT",2,1,900
"FOR_RENT",1850,"TOWNHOUSE",2,2.5,1160
"FOR_RENT",2000,"SINGLE_FAMILY",2,1,1392
"FOR_RENT",3000,"APARTMENT",3,2,1400
"FOR_RENT",2950,"SINGLE_FAMILY",3,2,1194
"FOR_RENT",2550,"SINGLE_FAMILY",3,2,2000
"FOR_RENT",3000,"SINGLE_FAMILY",3,2,1040
"FOR_RENT",1100,"APARTMENT",1,1,620
"FOR_RENT",2550,"APARTMENT",3,2,1800
"FOR_RENT",2200,"APARTMENT",3,2,1230
"FOR_RENT",2650,"SINGLE_FAMILY",3,2,1270
"FOR_RENT",1900,"SINGLE_FAMILY",2,1,1500
"FOR_RENT",4000,"SINGLE_FAMILY",4,3,2700
"FOR_RENT",2400,"APARTMENT",4,2.5,2200
"FOR_RENT",1900,"APARTMENT",3,1,1150
"FOR_RENT",1750,"APARTMENT",2,1,900
"FOR_RENT",1500,"MULTI_FAMILY",1,1,700
"FOR_RENT",2800,"MULTI_FAMILY",4,1.5,1680
"FOR_RENT",1400,"APARTMENT",2,1,1376
"FOR_RENT",1800,"APARTMENT",2,1,1000
"FOR_RENT",2200,"APARTMENT",3,1,1500
"FOR_RENT",2750,"SINGLE_FAMILY",3,3,1196
"FOR_RENT",1000,"APARTMENT",0,1,400
"FOR_RENT",1350,"APARTMENT",1,1,650
"FOR_RENT",1795,"APARTMENT",1,1,1000
"FOR_RENT",2100,"APARTMENT",2,1,799
"FOR_RENT",2600,"SINGLE_FAMILY",3,1.5,1570
"FOR_RENT",2900,"APARTMENT",3,3,1800
"FOR_RENT",2100,"APARTMENT",3,2,1800
"FOR_RENT",2100,"MULTI_FAMILY",2,1,990
"FOR_RENT",2200,"APARTMENT",3,2,1800
"FOR_RENT",1500,"APARTMENT",1,1,600
"FOR_RENT",2200,"MULTI_FAMILY",3,1,2576
"FOR_RENT",1500,"APARTMENT",1,1,650
"FOR_RENT",2599,"TOWNHOUSE",3,2.5,1900
"FOR_RENT",2200,"TOWNHOUSE",3,2,1260
"FOR_RENT",2100,"SINGLE_FAMILY",2,1.5,900
"FOR_RENT",1500,"MULTI_FAMILY",1,1,5200
"FOR_RENT",1750,"TOWNHOUSE",1,1,1200
"FOR_RENT",1400,"APARTMENT",1,1,912
"FOR_RENT",2700,"SINGLE_FAMILY",3,2,1700
"FOR_RENT",2650,"APARTMENT",3,3,2250
"FOR_RENT",2450,"SINGLE_FAMILY",3,2,1352
"FOR_RENT",2500,"SINGLE_FAMILY",3,3.5,1810
"FOR_RENT",1250,"SINGLE_FAMILY",1,1,500
"FOR_RENT",2500,"SINGLE_FAMILY",3,2,1352
"FOR_RENT",1300,"APARTMENT",1,1,500
"FOR_RENT",1900,"APARTMENT",2,1,1000
"FOR_RENT",2699,"APARTMENT",3,2,1680
"FOR_RENT",2500,"APARTMENT",3,2,1300
"FOR_RENT",1500,"SINGLE_FAMILY",2,1,2240
"FOR_RENT",1900,"APARTMENT",2,1,1300
"FOR_RENT",2300,"SINGLE_FAMILY",3,1,1050
"FOR_RENT",3200,"SINGLE_FAMILY",3,2,1700
"FOR_RENT",3000,"APARTMENT",5,2,2020
"FOR_RENT",3000,"SINGLE_FAMILY",3,2.5,1690
"FOR_RENT",3000,"APARTMENT",3,3,1750
"FOR_RENT",2900,"APARTMENT",5,2,2200
"FOR_RENT",2300,"SINGLE_FAMILY",3,3,1300
"FOR_RENT",1450,"APARTMENT",1,1,700
"FOR_RENT",1800,"APARTMENT",2,1,871
"FOR_RENT",1475,"APARTMENT",1,1,600
"FOR_RENT",1275,"APARTMENT",1,1,750
"FOR_RENT",2100,"SINGLE_FAMILY",2,1,1200
"FOR_RENT",1650,"APARTMENT",2,1,1137
"FOR_RENT",2200,"SINGLE_FAMILY",2,2,2200
"FOR_RENT",1450,"APARTMENT",1,1,525
"FOR_RENT",1200,"APARTMENT",1,1,750
"FOR_RENT",2350,"MULTI_FAMILY",3,2,1600
"FOR_RENT",4000,"SINGLE_FAMILY",4,2.5,3736
"FOR_RENT",1400,"APARTMENT",1,1,1000
"FOR_RENT",1300,"APARTMENT",1,1,600
"FOR_RENT",2000,"APARTMENT",2,3,1100
"FOR_RENT",1200,"SINGLE_FAMILY",1,1,490
"FOR_RENT",1350,"MULTI_FAMILY",1,1,750
"FOR_RENT",1150,"APARTMENT",1,1,1992
"FOR_RENT",2400,"TOWNHOUSE",3,2,1966
"FOR_RENT",1750,"APARTMENT",1,1,800
"FOR_RENT",3000,"SINGLE_FAMILY",3,1,2450
"FOR_RENT",2400,"SINGLE_FAMILY",3,1,1216
"FOR_RENT",2400,"SINGLE_FAMILY",4,1.5,1650
"FOR_RENT",2000,"SINGLE_FAMILY",3,1,1920
"FOR_RENT",2500,"TOWNHOUSE",2,2,1885
"FOR_RENT",2500,"APARTMENT",0,1,800
"FOR_RENT",1300,"SINGLE_FAMILY",1,1,799
"FOR_RENT",2500,"TOWNHOUSE",3,2,1966
"FOR_RENT",1650,"APARTMENT",2,1,500
"FOR_RENT",1750,"APARTMENT",2,1,2015
"FOR_RENT",1600,"APARTMENT",2,1,900
"FOR_RENT",1400,"CONDO",1,1,950
"FOR_RENT",2200,"SINGLE_FAMILY",2,1,780
"FOR_RENT",2000,"SINGLE_FAMILY",3,1,1000
"FOR_RENT",1150,"APARTMENT",1,1,300
"FOR_RENT",1650,"APARTMENT",2,1,900
"FOR_RENT",2350,"SINGLE_FAMILY",3,1.5,2464
"FOR_RENT",1150,"MULTI_FAMILY",1,1,350
"FOR_RENT",1600,"APARTMENT",2,1,2744
"FOR_RENT",1375,"APARTMENT",1,1,800
"FOR_RENT",2400,"SINGLE_FAMILY",3,2,1500
"FOR_RENT",2400,"APARTMENT",3,1,900
"FOR_RENT",2450,"SINGLE_FAMILY",3,2,1332
"FOR_RENT",2400,"SINGLE_FAMILY",3,2.5,2436
"FOR_RENT",2000,"APARTMENT",3,1,2500
"FOR_RENT",1825,"SINGLE_FAMILY",2,1,2156
"FOR_RENT",2250,"TOWNHOUSE",2,3,1900
"FOR_RENT",1200,"MULTI_FAMILY",1,1,2500
"FOR_RENT",2200,"SINGLE_FAMILY",2,1.5,26100
"FOR_RENT",2250,"SINGLE_FAMILY",2,3,1900
"FOR_RENT",1050,"APARTMENT",0,1,600
"FOR_RENT",1300,"APARTMENT",1,1,700
"FOR_RENT",2100,"APARTMENT",2,1,1100
"FOR_RENT",2250,"SINGLE_FAMILY",2,3,1900
"FOR_RENT",2600,"SINGLE_FAMILY",3,3,1920
"FOR_RENT",1350,"APARTMENT",1,1,700
"FOR_RENT",2500,"APARTMENT",3,1.5,1492
"FOR_RENT",1600,"APARTMENT",1,1,4300
"FOR_RENT",1700,"SINGLE_FAMILY",2,1,1000
"FOR_RENT",2250,"TOWNHOUSE",2,3,1900
"FOR_RENT",1500,"APARTMENT",1,4,1200
"FOR_RENT",2500,"APARTMENT",3,2.5,1340
"FOR_RENT",1300,"APARTMENT",1,1,700
"FOR_RENT",1300,"SINGLE_FAMILY",1,1,650
"FOR_RENT",2000,"APARTMENT",3,1,1000
"FOR_RENT",1300,"SINGLE_FAMILY",1,1,1832
"FOR_RENT",2700,"SINGLE_FAMILY",3,2.5,2200
"FOR_RENT",1750,"APARTMENT",2,1,700
"FOR_RENT",1700,"APARTMENT",2,1,1000
"FOR_RENT",2700,"APARTMENT",3,3,2800
"FOR_RENT",2250,"SINGLE_FAMILY",2,3,1900
"FOR_RENT",1150,"MULTI_FAMILY",0,1,1050
"FOR_RENT",3100,"SINGLE_FAMILY",4,2.5,2500
"FOR_RENT",1550,"APARTMENT",1,1,1000
"FOR_RENT",1150,"SINGLE_FAMILY",0,1,600
"FOR_RENT",1850,"APARTMENT",2,1,750
"FOR_RENT",2300,"APARTMENT",3,1,1168
"FOR_RENT",1850,"APARTMENT",3,1,1187
"FOR_RENT",2200,"TOWNHOUSE",3,1.5,1600
"FOR_RENT",1855,"APARTMENT",2,1,850
"FOR_RENT",2795,"APARTMENT",4,2,1400
"FOR_RENT",2295,"APARTMENT",3,1,1200
"FOR_RENT",1850,"APARTMENT",3,1,1174
"FOR_RENT",1800,"APARTMENT",2,1,1688
"FOR_RENT",1600,"APARTMENT",2,1,950
"FOR_RENT",2300,"TOWNHOUSE",3,1.5,1008
"FOR_RENT",2000,"APARTMENT",1,1,650
"FOR_RENT",2300,"SINGLE_FAMILY",3,2,1701
"FOR_RENT",1900,"APARTMENT",2,1,700
"FOR_RENT",2150,"APARTMENT",3,1,1100
"FOR_RENT",1500,"APARTMENT",2,1,1000
"FOR_RENT",2900,"MULTI_FAMILY",5,2,1800
"FOR_RENT",2200,"SINGLE_FAMILY",4,1,1044
"FOR_RENT",2350,"APARTMENT",3,1,1500
"FOR_RENT",1275,"APARTMENT",1,1,600
"FOR_RENT",1300,"SINGLE_FAMILY",1,1,2600
"FOR_RENT",1600,"APARTMENT",2,1,920
"FOR_RENT",1400,"APARTMENT",1,1,2192
"FOR_RENT",1400,"APARTMENT",1,1,460
"FOR_RENT",1500,"APARTMENT",1,1,700
"FOR_RENT",1300,"APARTMENT",1,1,600
"FOR_RENT",2250,"SINGLE_FAMILY",3,1,1000
"FOR_RENT",1200,"MULTI_FAMILY",0,1,1480
"FOR_RENT",2300,"APARTMENT",3,1,1500
"FOR_RENT",3150,"APARTMENT",3,2.5,1166
"FOR_RENT",1850,"APARTMENT",2,1,925
"FOR_RENT",1800,"APARTMENT",2,1,1000
"FOR_RENT",1800,"APARTMENT",2,1,1932
"FOR_RENT",1200,"APARTMENT",1,1,1000
"FOR_RENT",3300,"APARTMENT",3,3,1905
"FOR_RENT",1275,"APARTMENT",1,1,600
"FOR_RENT",1100,"APARTMENT",1,1,700
"FOR_RENT",2600,"APARTMENT",3,1.5,1850
"FOR_RENT",1850,"APARTMENT",2,1,600
"FOR_RENT",1800,"MULTI_FAMILY",2,1,2536
"FOR_RENT",2900,"CONDO",3,3,1500
"FOR_RENT",1275,"APARTMENT",1,1,600
"FOR_RENT",3200,"APARTMENT",4,2.5,3010
"FOR_RENT",1300,"APARTMENT",1,1,600
"FOR_RENT",1150,"SINGLE_FAMILY",4,1.5,1216
"FOR_RENT",1650,"APARTMENT",1,1,871
"FOR_RENT",1300,"APARTMENT",1,1,650
"FOR_RENT",1000,"APARTMENT",0,1,1900
"FOR_RENT",800,"APARTMENT",0,1,400
"FOR_RENT",2950,"SINGLE_FAMILY",3,1,3870
"FOR_RENT",2800,"TOWNHOUSE",3,2.5,1500
"FOR_RENT",1100,"APARTMENT",0,1,500
"FOR_RENT",1100,"APARTMENT",0,1,500
"FOR_RENT",1700,"SINGLE_FAMILY",2,1,1000
"FOR_RENT",2000,"APARTMENT",3,1,800
"FOR_RENT",1450,"APARTMENT",1,1,700
"FOR_RENT",1400,"APARTMENT",1,1,1376
"FOR_RENT",1600,"APARTMENT",1,1.5,1000
"FOR_RENT",1250,"APARTMENT",0,1.5,1200
"FOR_RENT",1200,"SINGLE_FAMILY",1,1,1000
"FOR_RENT",1100,"APARTMENT",1,1,500
"FOR_RENT",1700,"APARTMENT",1,1,670
"FOR_RENT",2500,"APARTMENT",3,2,1000
"FOR_RENT",2150,"SINGLE_FAMILY",3,1,1400
"FOR_RENT",1700,"APARTMENT",2,1,878
"FOR_RENT",2200,"APARTMENT",3,2,1000
"FOR_RENT",2300,"SINGLE_FAMILY",3,1,1000
"FOR_RENT",1975,"APARTMENT",2,1.5,3160
"FOR_RENT",2400,"APARTMENT",4,2.5,1875
"FOR_RENT",2200,"MULTI_FAMILY",1,1,598
"FOR_RENT",2200,"MULTI_FAMILY",3,2,1200
"FOR_RENT",2000,"APARTMENT",2,1,1100
"FOR_RENT",1475,"APARTMENT",1,1,900
"FOR_RENT",1250,"APARTMENT",0,1,500
"FOR_RENT",2050,"APARTMENT",2,1,1100
"FOR_RENT",1705,"APARTMENT",0,1,900
"FOR_RENT",1887,"APARTMENT",2,1,900
"FOR_RENT",1750,"APARTMENT",1,1,500
"FOR_RENT",1985,"APARTMENT",2,1,850
"FOR_RENT",2050,"APARTMENT",2,1,890
"FOR_RENT",1750,"APARTMENT",1,1,1076
"FOR_RENT",1750,"APARTMENT",1,1,700
"FOR_RENT",2100,"TOWNHOUSE",2,1,1100
"FOR_RENT",2300,"APARTMENT",3,1,1100
"FOR_RENT",2200,"APARTMENT",3,1,2250
"FOR_RENT",1750,"APARTMENT",1,1,700
"FOR_RENT",1750,"APARTMENT",1,1,897
"FOR_RENT",1750,"APARTMENT",1,1,711
"FOR_RENT",1675,"APARTMENT",1,1,550
"FOR_RENT",2200,"APARTMENT",2,1,3408
"FOR_RENT",2200,"APARTMENT",2,1,3642
"FOR_RENT",1675,"APARTMENT",1,1,680
"FOR_RENT",1800,"APARTMENT",2,1,750
"FOR_RENT",1500,"APARTMENT",0,1,500
"FOR_RENT",1950,"APARTMENT",2,1,850
"FOR_RENT",1940,"TOWNHOUSE",2,1,1000
"FOR_RENT",1525,"APARTMENT",1,1,800
"FOR_RENT",2000,"MULTI_FAMILY",2,1,700
"FOR_RENT",1900,"MULTI_FAMILY",2,1,1000
"FOR_RENT",2100,"APARTMENT",3,1,1500
"FOR_RENT",1960,"TOWNHOUSE",2,1,1000
"FOR_RENT",2400,"APARTMENT",3,1,1200
"FOR_RENT",1800,"APARTMENT",2,1,800
"FOR_RENT",2040,"APARTMENT",2,1,600
"FOR_RENT",2350,"APARTMENT",3,1,1000
"FOR_RENT",2095,"MULTI_FAMILY",2,1,700
"FOR_RENT",2200,"APARTMENT",3,1,2970
"FOR_RENT",1594,"APARTMENT",1,1,580
"FOR_RENT",2400,"APARTMENT",4,1.5,2451
"FOR_RENT",2500,"APARTMENT",3,1,2430
"FOR_RENT",2060,"MULTI_FAMILY",2,1,871
"FOR_RENT",1595,"APARTMENT",1,1,800
"FOR_RENT",1594,"APARTMENT",1,1,620
"FOR_RENT",2500,"APARTMENT",3,1,740
"FOR_RENT",2600,"APARTMENT",4,1,1611
"FOR_RENT",1900,"APARTMENT",2,1,1050
"FOR_RENT",2200,"APARTMENT",2,1.5,2005
"FOR_RENT",2500,"APARTMENT",1,1.5,1200
"FOR_RENT",2650,"APARTMENT",4,1,2451
"FOR_RENT",1800,"MULTI_FAMILY",1,1,675
"FOR_RENT",1514,"APARTMENT",1,1,650
"FOR_RENT",1935,"APARTMENT",2,1,850
"FOR_RENT",1800,"SINGLE_FAMILY",5,2,1860
"FOR_RENT",1750,"APARTMENT",1,1,700
"FOR_RENT",1600,"APARTMENT",1,1,680
"FOR_RENT",1650,"APARTMENT",1,1,750
"FOR_RENT",2050,"APARTMENT",2,1,1200
"FOR_RENT",1675,"APARTMENT",1,1,500
"FOR_RENT",1825,"APARTMENT",1,1,680
"FOR_RENT",2500,"APARTMENT",3,1,1200
"FOR_RENT",2500,"APARTMENT",4,1,2200
"FOR_RENT",2200,"APARTMENT",3,1,23740
"FOR_RENT",1800,"APARTMENT",2,1,800
"FOR_RENT",2125,"APARTMENT",2,1,900
"FOR_RENT",2795,"APARTMENT",5,1.5,1700
"FOR_RENT",2700,"MULTI_FAMILY",3,1,1200
"FOR_RENT",1550,"APARTMENT",1,1,18
"FOR_RENT",1951,"APARTMENT",2,1,1951
"FOR_RENT",1951,"MULTI_FAMILY",2,1,550
"FOR_RENT",1650,"APARTMENT",1,1,700
"FOR_RENT",1595,"APARTMENT",1,1,900
"FOR_RENT",1595,"APARTMENT",1,1,600
"FOR_RENT",2085,"APARTMENT",2,1,740
"FOR_RENT",1700,"APARTMENT",1,1,550
"FOR_RENT",1650,"APARTMENT",0,1,400
"FOR_RENT",1675,"APARTMENT",1,1,550
"FOR_RENT",1570,"APARTMENT",1,1,980
"FOR_RENT",1690,"APARTMENT",0,1,650
"FOR_RENT",1500,"APARTMENT",1,1,800
"FOR_RENT",2750,"APARTMENT",3,2,1100
"FOR_RENT",1700,"APARTMENT",1,1,599
"FOR_RENT",2100,"SINGLE_FAMILY",3,1,1000
"FOR_RENT",4000,"APARTMENT",4,2,1100
"FOR_RENT",2500,"APARTMENT",3,2,1068
"FOR_RENT",1900,"MULTI_FAMILY",2,1,9840
"FOR_RENT",2500,"APARTMENT",3,2,1090
"FOR_RENT",1818,"SINGLE_FAMILY",3,3,4500
"FOR_RENT",2500,"MULTI_FAMILY",3,1.5,1059
"FOR_RENT",1700,"MULTI_FAMILY",1,1,3300
"FOR_RENT",2000,"APARTMENT",1,1,450
"FOR_RENT",2400,"APARTMENT",4,1,3246
"FOR_RENT",1950,"SINGLE_FAMILY",2,1,1200
"FOR_RENT",2000,"APARTMENT",2,1,700
"FOR_RENT",1950,"TOWNHOUSE",2,1,1200
"FOR_RENT",2200,"SINGLE_FAMILY",2,1,1680
"FOR_RENT",2700,"MULTI_FAMILY",5,2,640
"FOR_RENT",2300,"MULTI_FAMILY",3,1,8000
"FOR_RENT",2200,"APARTMENT",3,2,800
"FOR_RENT",2000,"APARTMENT",2,1,929
"FOR_RENT",2350,"APARTMENT",3,1,950
"FOR_RENT",2600,"APARTMENT",4,2,1300
"FOR_RENT",2100,"APARTMENT",2,1,1000
"FOR_RENT",2000,"APARTMENT",2,1,1012
"FOR_RENT",1879,"APARTMENT",2,1,3055
"FOR_RENT",2450,"APARTMENT",4,1,3055
"FOR_RENT",1450,"MULTI_FAMILY",1,1,700
"FOR_RENT",1850,"APARTMENT",2,1,800
"FOR_RENT",2200,"APARTMENT",3,1,1000
"FOR_RENT",2300,"APARTMENT",3,1,1800
"FOR_RENT",2300,"APARTMENT",3,1,850
"FOR_RENT",2100,"APARTMENT",2,1,850
"FOR_RENT",1519,"APARTMENT",1,1,700
"FOR_RENT",2500,"APARTMENT",4,1,2197
"FOR_RENT",4000,"APARTMENT",4,2.5,1500
"FOR_RENT",2000,"APARTMENT",2,1,850
"FOR_RENT",2050,"APARTMENT",2,1,700
"FOR_RENT",2400,"MULTI_FAMILY",3,1,1850
"FOR_RENT",2250,"APARTMENT",3,1,2000
"FOR_RENT",1550,"APARTMENT",1,1,725
"FOR_RENT",1450,"APARTMENT",0,1,3375
"FOR_RENT",1100,"APARTMENT",0,1,500
"FOR_RENT",2000,"APARTMENT",2,1,1000
"FOR_RENT",2199,"APARTMENT",3,1.5,1600
"FOR_RENT",2100,"APARTMENT",2,1,1000
"FOR_RENT",1500,"APARTMENT",1,1,600
"FOR_RENT",2000,"MULTI_FAMILY",2,1,4750
"FOR_RENT",2000,"APARTMENT",2,1,1000
"FOR_RENT",2500,"APARTMENT",3,1,1000
"FOR_RENT",2250,"APARTMENT",3,1,1400
"FOR_RENT",2200,"APARTMENT",3,1,1000
"FOR_RENT",2000,"APARTMENT",2,1,1618
"FOR_RENT",1350,"APARTMENT",1,1,900
"FOR_RENT",2000,"APARTMENT",2,1,1000
"FOR_RENT",1500,"APARTMENT",1,1,800
"FOR_RENT",1200,"APARTMENT",0,1,1566
"FOR_RENT",2250,"APARTMENT",3,1,1400
"FOR_RENT",2500,"APARTMENT",3,1,1200
"FOR_RENT",1500,"APARTMENT",1,1,650
"FOR_RENT",1600,"APARTMENT",1,2,775
"FOR_RENT",2600,"APARTMENT",3,1.5,1400
"FOR_RENT",2100,"APARTMENT",2,1,1000
"FOR_RENT",2400,"APARTMENT",3,1.5,1700
"FOR_RENT",2600,"MULTI_FAMILY",3,1,1100
"FOR_RENT",1800,"APARTMENT",2,1,3392
"FOR_RENT",1550,"APARTMENT",1,1,3360
"FOR_RENT",1600,"APARTMENT",1,1,745
"FOR_RENT",2400,"APARTMENT",3,1,1300
"FOR_RENT",1900,"MULTI_FAMILY",1,1,650
"FOR_RENT",2161,"MULTI_FAMILY",2,1,1104
"FOR_RENT",1924,"MULTI_FAMILY",2,1,965
"FOR_RENT",3050,"MULTI_FAMILY",3,2,61538
"FOR_RENT",2300,"MULTI_FAMILY",2,1,1000
"FOR_RENT",3995,"MULTI_FAMILY",2,2,1060
"FOR_RENT",1925,"MULTI_FAMILY",1,1,650
"FOR_RENT",1455,"MULTI_FAMILY",1,1,600
"FOR_RENT",2850,"MULTI_FAMILY",2,1,1200
"FOR_RENT",3900,"MULTI_FAMILY",3,2,1100
"FOR_RENT",2695,"MULTI_FAMILY",3,1,1300
"FOR_RENT",2399,"MULTI_FAMILY",3,2,950
"FOR_RENT",1850,"MULTI_FAMILY",1,1,700
"FOR_RENT",3895,"MULTI_FAMILY",4,2,1500
"FOR_RENT",3700,"MULTI_FAMILY",3,2,1400
"FOR_RENT",2842,"MULTI_FAMILY",1,1,700
"FOR_RENT",2400,"MULTI_FAMILY",3,1,2000
"FOR_RENT",2500,"APARTMENT",3,2,1000
"FOR_RENT",1800,"SINGLE_FAMILY",1,1,794
"FOR_RENT",1750,"APARTMENT",1,1,2194
"FOR_RENT",1700,"APARTMENT",1,1,600
"FOR_RENT",1750,"APARTMENT",1,1,700
"FOR_RENT",2100,"APARTMENT",2,1,920
"FOR_RENT",2000,"SINGLE_FAMILY",2,1,900
